ID,estate_chi,estate_eng,HousingType,Latitude,Longitude,adhz,t_pop,age_1,age_2,age_3,age_4,age_2-4,age_5,born_chi,born_else,born_hk,dh,dhc_nc,dhc_oth,dhc_re,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,dhm_loan,dhm_lr,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,dm_r,dmr_ir,edu_pri_be,edu_psec,edu_sec,estate,ethn_chi,ethn_ind,ethn_oth,ethn_phi,ethn_wh,fa_m,ma_econhh,ma_f,ma_hh,ma_m,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,ms_m_f,ms_ma_m,ms_nm_f,ms_nm_m,ms_wds_f,ms_wds_m,nwp_care,nwp_hm,nwp_oth,nwp_re,nwp_st,pls_diff_hk,pls_diff_kln,pls_diff_nt,pls_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_hm,plw_nofix,plw_out,plw_same,pop_f,pop_m,readchi_ablepctn,readeng_ablepctn,s_diff_oth,sr,t_ma,t_mmearn,t_mmearn_xfdh,t_nwp,t_wp,ul_can,ul_eng,ul_oth,ul_othchi,ul_put,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,wp_a,wp_b,wp_c,wp_d,wp_e,wp_ee,wp_er,wp_f,wp_fw,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_se,wp_t,writechi_ablepctn,writeeng_ablepctn,Shape_Length,Shape_Area
PV_040,浪澄灣,The Long Beach,Private Housing,22.31952231,114.155851,2.9,4472,935,152,2169,897,3218,319,1071,933,2468,1560,1013,430,117,54,148,103,1255,6,95,69,1244,21000,18,365,356,282,334,153,70,22000,27.7,165,2510,862,61780,3552,165,277,388,90,52,100040,36.9,92300,34.8,152,254,1724,703,254,1724,1519,1044,436,254,281,3,155,151,394,288,803,185,311,20,291,847,184,204,55,639,209,67,476,2680,1792,80.1,92.5,-,669,36.3,45000,55800,1791,2681,2675,702,121,25,568,174,227,1015,720,176,369,609,851,351,200,74,2432,92,22,-,3,571,-,79,69,284,86,57,112,800,271,372,551,157,-,77.4,91.4,588.9554906,20202.29573
PV_041,宇晴軒,The Pacifica,Private Housing,22.33460465,114.1497904,3,5604,1122,285,1830,2010,4125,357,863,523,4218,1853,1351,311,191,127,150,352,1224,45,108,337,1181,15000,22.6,220,540,473,321,211,88,17500,33.8,310,2700,1472,61788,5121,94,76,302,11,45,60190,42,55540,41.4,117,451,2029,548,451,2029,1724,1479,529,344,351,55,79,362,460,506,1162,81,373,63,624,622,721,379,108,478,224,55,448,3060,2544,90.4,89.4,-,831,41.8,30000,35000,2569,3035,4725,344,81,12,104,165,138,1272,1054,257,149,655,674,680,312,127,2609,221,31,7,51,505,-,111,137,498,203,67,171,337,415,604,471,198,21,88,87.8,528.0061205,16067.44033
PV_042,漾日居,The Waterfront,Private Housing,22.30485942,114.1630936,3.5,4002,721,327,1253,1280,2860,421,530,1268,2204,1160,828,220,112,66,48,89,957,13,31,52,900,30000,19.6,145,219,164,321,231,80,43000,27.7,122,2028,1131,61812,2850,158,424,447,123,89,118870,40.9,102470,44.2,123,256,1321,742,256,1321,1319,899,614,263,120,66,75,163,237,339,849,239,285,118,156,689,181,237,7,677,166,28,354,2477,1525,76.2,93.1,8,616,41.5,29000,50000,1663,2339,2595,731,335,2,208,139,216,806,725,313,140,686,441,384,81,93,1864,261,-,20,8,646,-,107,39,395,88,65,27,440,294,215,669,194,-,74.1,92.5,573.1097215,17087.32664
PV_043,黃埔新邨,Whampoa Estate,Private Housing,22.30630575,114.1881364,2.7,6647,793,553,2217,1803,4573,1281,2227,703,3717,2503,1523,639,341,492,407,624,980,72,349,560,950,10000,28.3,513,778,549,469,148,46,13500,36.6,785,2505,2564,62033,5991,91,328,214,23,37,39040,44.3,28250,41.6,323,1089,1670,637,1089,1670,1784,1566,911,884,520,189,90,314,480,1274,1071,101,194,79,688,731,896,343,78,338,369,67,596,3583,3064,90.9,74.1,10,855,42.8,19000,20000,3229,3418,5480,322,259,132,225,208,319,1373,1047,202,269,373,424,736,445,556,3044,143,224,22,143,517,-,90,362,613,242,160,146,304,554,523,424,209,-,89.1,72.6,1529.342803,19590.82418
PV_044,黃埔花園,Whampoa Gardens,Private Housing,22.30460603,114.1897326,3.1,30038,3596,2317,8551,9717,20585,5857,6418,3888,19732,9745,6440,1755,1550,1143,1055,1718,5829,150,657,1422,5630,15000,20.5,1346,2575,2101,2034,1278,411,19000,26.2,2394,13428,10620,62034,26295,1289,894,1527,33,63,65050,44.9,51100,48,798,2872,9015,3584,2872,9015,9430,7390,4135,2935,2165,387,452,1356,1849,5919,4920,642,1013,535,2671,3590,3837,1420,421,3063,1275,118,1818,17512,12526,87.7,83.9,50,715,46.1,25000,30000,14496,15542,25269,2138,584,456,771,969,988,5804,5158,1536,1087,2535,3144,3336,1952,1097,13906,731,224,71,195,3046,13,463,681,2423,789,279,702,1798,2055,3134,3163,834,55,86.3,81.7,2281.361948,190836.7668
PV_045,偉恒昌新村,Wyler Gardens,Private Housing,22.31776388,114.192306,2.7,6746,823,352,2137,1951,4440,1483,2492,497,3757,2516,1509,629,378,539,286,598,1093,135,221,569,1069,8500,15.5,527,714,654,382,184,55,12500,36,855,2315,2753,62091,6338,228,106,74,-,39,41510,45.3,34170,45.7,300,1298,1702,610,1298,1702,1938,1736,856,620,618,155,114,343,508,1324,847,46,139,93,639,608,935,310,134,391,561,56,615,3766,2980,92.8,70.5,7,791,45.5,18500,20000,3136,3610,5756,135,47,368,172,218,270,1292,1185,338,307,425,324,753,688,532,3233,210,243,-,103,537,5,144,198,599,361,221,80,375,599,437,583,167,13,90.1,67.9,1004.357223,16882.13305
H_001,,“Joyard” Transitional Housing Project at Hung Hom,Transitional Housing,22.30756281,114.1878115,,41,4,,,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_002,,"Lai Chi Kok Road, Tai Kok Tsui",Transitional Housing,22.33060808,114.1579705,,20.7,2,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_003,,"“James’ Court” at Soy Street, Mong Kok",Transitional Housing,22.31692549,114.1698085,,112.7,12,,,,77,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_004,,"“Home Plus” at Ha Heung Road, To Kwa Wan",Transitional Housing,22.31796719,114.1892561,,121.9,13,,,,83,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_005,,“Good Homes” at To Kwa Wan Road,Transitional Housing,22.31642385,114.189419,,138,15,,,,94,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_006,,"Castle Peak Road, Sham Shui Po",Transitional Housing,22.33644998,114.1586515,,34.5,4,,,,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_007,,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Transitional Housing,22.33930341,114.1527223,,57.5,6,,,,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_008,,“Friend Home” at Tai Kok Tsui,Transitional Housing,22.32165704,114.1618062,,55.2,6,,,,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_009,,"Tai Nam Street, Sham Shui Po",Transitional Housing,22.32947172,114.1604011,,2.3,0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_010,,"Ta Po Road, Sham Shui Po",Transitional Housing,22.3354531,114.1628279,,2.3,0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_011,,"Nathan Road, Yau Ma Tei",Transitional Housing,22.3118857,114.1707809,,2.3,0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_012,,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Transitional Housing,22.31637283,114.225455,,2.3,0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_013,,"Pitt Street, Yau Ma Tei",Transitional Housing,22.31386768,114.169847,,2.3,0,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_014,,"“Co-Living” at James’ House, Soy Street, Mong Kok",Transitional Housing,22.31658256,114.1690772,,32.2,4,,,,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_015,,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Transitional Housing,22.32961978,114.1898595,,202.4,22,,,,138,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_016,,Mongkok,Transitional Housing,22.32005071,114.1691202,,4.6,1,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_017,,Kwun Tong Garden Estate,Transitional Housing,22.3166774,114.2189944,,163.3,18,,,,112,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_018,,Chun Seen Mei Chuen,Transitional Housing,22.32563563,114.187968,,87.4,10,,,,60,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_019,,Completed Projects (Conversion of Non-residential Buildings),Transitional Housing,22.33032199,114.1903489,,168,18,,,,115,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_020,,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Transitional Housing,22.31072233,114.1858799,,106,12,,,,73,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_021,,“Nam Cheong 220”,Transitional Housing,22.32712028,114.1608169,,162,18,,,,111,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_022,,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Transitional Housing,22.3281155,114.2030735,,1600,175,,,,1095,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_023,,"“Good Mansion” at Hung Lok Road, Hung Hom",Transitional Housing,22.30289399,114.1856509,,1090,119,,,,746,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_024,,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Transitional Housing,22.3222308,114.1941351,,220,24,,,,151,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_025,,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Transitional Housing,22.33089431,114.1526112,,400,44,,,,274,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_026,,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Transitional Housing,22.32802408,114.1573091,,509,56,,,,348,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_027,,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Transitional Housing,22.33626104,114.1456682,,388,42,,,,265,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_028,,“Ho Yuet Home” at Wong Tai Sin Road,Transitional Housing,22.34275844,114.1944865,,612,67,,,,419,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_029,,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Transitional Housing,22.32998825,114.2020668,,1460,159,,,,999,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_030,,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Transitional Housing,22.3316851,114.2174011,,774,85,,,,530,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
